	nCluster	inference
25426_A_G	2	0
25433_C_T	1	0
25434_T_C	1	0
25437_G_C	1	0
25444_G_A	1	0
25449_A_G	1	0
25451_T_C	1	0
25451_T_G	1	0
25452_C_T	2	0
25455_G_T	1	0
25463_C_T	1	0
25469_C_T	1	0
25471_G_A	2	0
25471_G_T	2	0
25477_G_T	1	0
25480_C_G	1	0
25484_C_T	1	0
25487_C_T	1	0
25494_G_A	1	0
25494_G_T	1	0
25505_A_C	2	0
25506_A_G	1	0
25507_G_A	1	0
25521_C_T	3	0
25523_G_T	1	0
25526_G_T	1	0
25528_C_T	1	0
25535_T_C	1	0
25537_G_A	1	0
25542_T_A	1	0
25543_G_C	1	0
25546_C_G	3	0
25546_C_T	1	0
25549_C_T	1	0
25552_G_T	1	0
25553_C_T	1	0
25555_G_T	2	0
25561_C_T	1	0
25563_G_T	13	1
25567_G_A	1	0
25571_C_T	1	0
25572_C_T	1	0
25575_A_C	1	0
25579_A_T	4	0
25584_C_T	1	0
25587_C_T	4	0
25591_A_G	3	0
25593_G_T	1	0
25596_A_T	1	0
25599_G_T	1	0
25602_A_C	1	0
25605_A_G	1	0
25610_T_C	1	0
25613_C_T	1	0
25616_A_G	1	0
25617_G_C	1	0
25621_G_A	1	0
25627_T_C	4	0
25644_G_T	4	0
25647_G_T	1	0
25650_G_T	1	0
25655_T_C	2	0
25658_C_T	1	0
25662_T_C	1	0
25662_T_G	1	0
25680_C_A	1	0
25681_G_C	1	0
25691_G_A	1	0
25691_G_T	1	0
25697_A_G	2	0
25698_A_G	2	0
25702_C_T	2	0
25708_C_T	3	0
25709_T_C	1	0
25710_C_T	2	0
25718_A_T	1	0
25721_C_A	2	0
25721_C_G	1	0
25724_T_C	2	0
25725_A_G	1	0
25726_G_T	1	0
25733_T_A	1	0
25738_C_G	1	0
25739_A_G	1	0
25743_T_C	1	0
25744_A_G	1	0
25762_A_G	1	0
25767_G_A	1	0
25768_A_G	12	0
25771_C_G	1	0
25775_G_T	1	0
25776_G_T	1	0
25783_T_C	2	0
25784_G_T	1	0
25785_G_A	1	0
25785_G_T	1	0
25789_T_A	1	0
25789_T_C	1	0
25791_C_T	1	0
25803_C_T	1	0
25810_C_T	7	0
25817_A_G	1	0
25825_T_A	1	0
25831_C_A	1	0
25835_G_A	1	0
25843_A_C	1	0
25852_T_C	1	0
25855_G_T	1	0
25864_A_G	1	0
25867_C_A	1	0
25877_G_T	1	0
25879_G_T	1	0
25886_C_T	1	0
25889_C_T	1	0
25898_T_C	1	0
25904_C_T	2	0
25907_G_T	1	0
25910_A_T	1	0
25916_C_T	1	0
25921_A_G	1	0
25922_G_A	2	0
25925_C_T	1	0
25931_C_T	1	0
25934_A_C	1	0
25936_C_T	1	0
25942_T_A	1	0
25963_G_A	1	0
25966_A_G	1	0
25972_G_A	2	0
25975_T_C	1	0
25976_C_T	1	0
25979_G_A	3	0
25979_G_T	1	0
25980_A_T	2	0
26006_G_C	1	0
26013_C_T	1	0
26020_G_T	1	0
26021_A_G	1	0
26023_T_C	1	0
26028_C_T	1	0
26038_T_C	1	0
26041_A_C	1	0
26045_A_G	2	0
26046_A_G	1	0
26053_A_T	1	0
26054_C_G	1	0
26055_A_G	1	0
26057_A_C	2	0
26057_A_G	1	0
26058_C_G	1	0
26061_T_A	1	0
26061_T_G	1	0
26062_G_C	1	0
26065_G_A	1	0
26069_A_G	3	0
26077_A_C	1	0
26083_T_C	1	0
26084_T_C	1	0
26089_T_A	3	0
26091_C_T	1	0
26094_T_C	1	0
26101_G_A	1	0
26103_T_A	4	0
26109_G_T	1	0
26111_C_T	2	0
26124_C_T	14	0
26128_A_C	8	0
26137_A_G	1	0
26141_A_T	9	0
26144_G_T	3	0
26152_G_T	1	0
26158_G_T	1	0
26164_C_A	1	0
26171_T_A	1	0
26180_T_G	1	0
26184_T_G	2	0
26191_C_A	1	0
26194_A_T	15	0
26198_C_T	4	0
26203_A_G	1	0
26210_T_C	1	0
26214_T_A	1	0
26217_G_T	2	0
26228_C_T	1	0
26233_G_T	1	0
26254_T_A	3	0
26256_C_T	1	0
26262_G_T	1	0
26270_C_T	1	0
26313_C_T	1	0
26324_T_C	1	0
26324_T_G	1	0
26330_T_A	1	0
26333_C_T	1	0
26358_A_G	1	0
26366_C_G	1	0
26366_C_T	2	0
26367_G_T	1	0
26370_C_T	2	0
26371_T_C	1	0
26374_T_C	1	0
26383_G_T	5	0
26389_G_A	1	0
26390_T_A	1	0
26390_T_C	2	0
26390_T_G	4	0
26394_T_G	3	0
26401_A_T	2	0
26402_A_T	3	0
26425_C_T	2	0
26427_T_C	1	0
26428_G_T	2	0
26433_A_C	9	0
26433_A_G	1	0
26437_C_A	1	0
26437_C_T	1	0
26438_T_A	3	0
26438_T_G	1	0
26439_G_A	1	0
26447_C_T	2	0
26452_G_T	1	0
26456_C_T	1	0
26462_T_C	1	0
26463_T_C	2	0
26463_T_G	1	0
26464_C_T	1	0
26465_T_A	3	0
26465_T_C	2	0
26466_G_A	1	0
26472_A_G	1	0
26476_A_T	3	0
26480_A_C	1	0
26481_A_T	1	0
26504_T_A	1	0
26504_T_G	1	0
26506_G_A	1	0
26507_A_G	1	0
26508_A_G	1	0
26511_T_C	1	0
26518_T_G	1	0
26521_C_T	1	0
26524_T_A	1	0
26524_T_C	1	0
26524_T_G	1	0
26526_G_T	1	0
26530_A_G	1	0
26533_C_T	1	0
26542_C_A	9	0
26545_T_G	9	0
26547_A_G	1	0
26550_G_A	1	0
26551_T_C	1	0
26554_A_G	2	0
26563_A_C	2	0
26567_G_T	1	0
26571_C_T	1	0
26577_C_G	1	0
26585_C_T	2	0
26586_C_A	1	0
26589_G_T	1	0
26594_A_G	1	0
26596_G_T	1	0
26606_C_T	1	0
26616_A_C	1	0
26625_C_T	2	0
26633_T_C	1	0
26634_G_A	1	0
26640_G_T	1	0
26645_C_T	1	0
26655_T_A	2	0
26655_T_C	1	0
26663_T_G	1	0
26672_G_C	1	0
26675_A_C	2	0
26679_T_A	1	0
26681_C_T	2	0
26690_G_T	1	0
26698_C_T	1	0
26699_A_T	1	0
26702_A_G	1	0
26706_T_A	1	0
26707_T_A	2	0
26707_T_C	1	0
26713_G_T	3	0
26716_T_G	2	0
26721_C_T	2	0
26724_G_T	1	0
26725_C_A	2	0
26729_T_C	2	0
26730_G_A	1	0
26730_G_T	2	0
26735_C_T	3	0
26737_G_C	1	0
26748_A_T	7	0
26749_T_C	1	0
26756_T_A	1	0
26758_G_T	1	0
26768_C_T	1	0
26772_A_T	1	0
26775_G_T	1	0
26779_G_T	1	0
26794_T_C	1	0
26795_G_A	1	0
26801_C_T	2	0
26803_G_T	1	0
26806_A_G	1	0
26806_A_T	1	0
26827_T_C	1	0
26834_G_T	1	0
26849_G_T	1	0
26857_T_C	1	0
26870_T_C	2	0
26873_C_T	1	0
26882_C_T	1	0
26885_C_T	1	0
26892_C_T	2	0
26894_C_T	1	0
26895_C_T	1	0
26900_C_T	1	0
26907_C_T	2	0
26914_G_C	3	0
26929_G_A	1	0
26935_T_A	1	0
26936_C_T	1	0
26947_C_T	1	0
26956_T_A	1	0
26960_T_A	1	0
26967_C_G	1	0
26985_C_T	1	0
26986_A_T	1	0
26992_G_A	2	0
26997_T_A	1	0
27005_C_T	1	0
27011_C_T	2	0
27019_A_C	1	0
27029_T_A	2	0
27034_C_T	1	0
27039_T_C	1	0
27040_C_A	1	0
27041_A_G	1	0
27046_C_T	1	0
27050_T_C	1	0
27055_A_T	4	0
27056_T_C	1	0
27059_C_T	1	0
27074_G_A	1	0
27084_G_A	1	0
27087_G_A	2	0
27089_T_C	1	0
27093_T_C	1	0
27107_A_G	1	0
27119_C_T	1	0
27120_A_T	13	0
27121_G_C	1	0
27126_G_A	1	0
27145_C_T	1	0
27153_T_C	1	0
27154_C_G	1	0
27154_C_T	1	0
27155_C_T	1	0
27156_A_T	1	0
27162_A_G	4	0
27163_G_A	1	0
27169_A_G	1	0
27171_A_T	1	0
27194_G_A	1	0
27196_C_T	1	0
27203_T_C	1	0
27204_G_T	1	0
27208_C_T	1	0
27221_T_A	1	0
27222_T_C	1	0
27225_G_T	1	0
27226_G_T	1	0
27227_T_C	1	0
27228_T_A	1	0
27230_C_T	1	0
27232_A_G	8	0
27236_C_A	1	0
27237_A_T	1	0
27241_A_G	1	0
27253_A_G	1	0
27261_G_T	1	0
27263_C_T	2	0
27267_T_A	1	0
27268_A_T	1	0
27281_G_T	2	0
27285_T_A	3	0
27297_C_T	1	0
27299_T_C	1	0
27311_T_C	1	0
27312_T_A	6	0
27312_T_G	1	0
27314_A_G	1	0
27317_A_G	1	0
27321_A_T	1	0
27327_G_T	1	0
27333_A_T	2	0
27335_C_T	4	0
27344_A_T	5	0
27345_A_T	5	0
27354_A_G	11	0
27363_A_C	1	0
27363_A_G	1	0
27364_G_T	1	0
27370_C_G	1	0
27374_T_C	3	0
27375_G_A	1	0
27376_G_A	1	0
27382_G_C	1	0
27382_G_T	2	0
27383_A_T	1	0
27384_T_C	5	0
27386_A_C	1	0
27389_C_T	1	0
27390_G_T	1	0
27393_C_G	3	0
27396_G_A	1	0
27397_A_C	1	0
27397_A_G	3	0
27403_A_G	1	0
27403_A_T	1	0
27416_C_T	12	0
27421_A_T	1	0
27428_T_C	1	0
27430_G_T	1	0
27434_C_T	1	0
27450_C_G	3	0
27462_T_C	1	0
27467_G_T	1	0
27476_C_T	3	0
27484_T_C	1	0
27485_T_A	2	0
27493_C_T	1	0
27494_C_T	1	0
27498_C_T	1	0
27509_C_T	1	0
27519_C_T	1	0
27525_A_G	1	0
27531_T_A	1	0
27532_C_A	1	0
27537_T_G	1	0
27539_T_C	1	0
27541_G_A	1	0
27545_A_G	1	0
27546_T_C	1	0
27548_A_G	2	0
27549_C_T	2	0
27551_A_G	1	0
27553_T_A	1	0
27553_T_C	1	0
27555_T_A	1	0
27559_C_T	1	0
27560_T_C	1	0
27570_T_C	1	0
27577_C_T	1	0
27584_C_T	2	0
27593_G_T	1	0
27595_C_T	1	0
27600_C_T	2	0
27604_G_A	1	0
27606_A_G	1	0
27612_C_T	1	0
27613_G_C	1	0
27622_T_C	1	0
27625_C_T	1	0
27627_T_G	1	0
27629_C_T	1	0
27630_C_T	1	0
27633_A_G	1	0
27635_C_T	1	0
27641_C_T	1	0
27652_T_A	3	0
27654_C_T	1	0
27659_G_T	1	0
27661_C_A	1	0
27664_G_A	1	0
27664_G_T	1	0
27665_A_C	1	0
27666_G_A	1	0
27669_A_T	3	0
27670_G_T	1	0
27676_G_C	1	0
27684_C_T	1	0
27688_C_T	1	0
27691_A_T	1	0
27693_T_C	1	0
27695_T_A	1	0
27700_A_T	1	0
27712_A_G	1	0
27722_T_C	1	0
27736_A_G	1	0
27739_C_T	1	0
27741_C_T	2	0
27745_A_G	1	0
27746_G_C	1	0
27750_G_A	13	0
27752_C_A	1	0
27754_G_T	1	0
27758_G_A	1	0
27768_T_C	3	0
27775_T_C	1	0
27776_T_G	1	0
27777_G_A	1	0
27778_A_C	3	0
27784_A_T	2	0
27785_T_C	1	0
27788_G_A	1	0
27790_G_C	2	0
27792_T_C	1	0
27804_C_T	3	0
27806_G_T	1	0
27807_C_T	1	0
27808_T_C	1	0
27810_T_C	1	0
27821_A_G	1	0
27822_A_C	6	0
27825_A_T	1	0
27833_T_G	2	0
27842_G_A	1	0
27846_T_C	1	0
27848_A_G	1	0
27863_T_C	1	0
27864_C_A	12	0
27869_T_C	3	0
27870_G_A	2	0
27870_G_T	13	0
27874_C_G	1	0
27874_C_T	1	0
27877_G_T	1	0
27893_C_G	1	0
27894_A_G	1	0
27895_T_A	1	0
27900_T_G	1	0
27901_T_G	1	0
27903_C_G	2	0
27904_T_A	1	0
27906_G_T	2	0
27907_T_A	1	0
27911_C_T	1	0
27913_T_C	5	0
27915_G_A	1	0
27917_A_C	5	0
27920_C_T	1	0
27924_A_G	1	0
27925_C_A	1	0
27940_T_C	1	0
27943_A_G	1	0
27944_C_T	1	0
27945_C_T	1	0
27948_G_T	1	0
27962_G_T	1	0
27964_C_T	7	1
27966_T_C	2	0
27967_G_C	1	0
27968_T_C	1	0
27969_A_T	1	0
27970_C_A	2	0
27971_T_A	1	0
27971_T_C	1	0
27974_A_T	1	0
27978_C_G	1	0
27984_T_C	1	0
27994_A_G	1	0
27997_A_T	1	0
28011_C_G	1	0
28014_T_A	1	0
28019_T_C	4	0
28023_A_T	1	0
28027_G_C	1	0
28028_G_T	1	0
28038_G_A	4	0
28039_T_C	1	0
28041_G_C	1	0
28048_G_C	1	0
28052_A_G	1	0
28067_T_C	5	0
28068_G_T	1	0
28072_T_A	1	0
28074_T_A	1	0
28077_G_C	2	0
28077_G_T	1	0
28079_G_T	4	0
28085_G_T	1	0
28086_G_T	1	0
28089_G_A	1	0
28089_G_T	1	0
28090_G_C	1	0
28093_C_T	4	0
28096_A_G	1	0
28108_A_T	1	0
28109_G_A	8	0
28109_G_T	2	0
28113_A_C	1	0
28114_T_C	1	0
28121_C_T	1	0
28133_A_G	1	0
28135_T_G	1	0
28144_C_T	18	1
28146_C_T	1	0
28153_C_A	1	0
28159_A_G	1	0
28162_G_A	1	0
28168_A_G	1	0
28170_C_A	10	0
28179_G_T	3	0
28183_G_A	2	0
28187_T_C	1	0
28209_G_T	1	0
28215_T_A	1	0
28215_T_G	1	0
28217_T_C	1	0
28221_G_T	1	0
28247_A_G	1	0
28249_A_G	1	0
28251_T_G	2	0
28253_C_T	6	0
28254_A_C	2	0
28256_C_T	1	0
28257_T_C	1	0
28267_A_G	1	0
28268_A_C	2	0
28275_T_A	12	0
28275_T_C	2	0
28278_C_T	1	0
28280_G_C	1	0
28280_G_T	6	0
28281_A_T	1	0
28282_T_A	1	0
28284_A_C	2	0
28285_T_C	1	0
28297_T_C	1	0
28300_G_T	1	0
28305_A_G	1	0
28308_C_A	1	0
28311_C_T	1	0
28319_A_T	4	0
28320_C_T	1	0
28324_T_A	1	0
28326_G_T	1	0
28327_T_G	6	0
28330_A_G	1	0
28331_C_T	1	0
28339_T_A	1	0
28344_C_G	1	0
28350_G_A	3	0
28355_C_T	1	0
28359_A_G	1	0
28362_G_T	1	0
28363_A_G	2	0
28373_G_T	1	0
28376_G_T	3	0
28378_G_T	3	0
28380_G_A	1	0
28392_G_A	1	0
28402_A_C	2	0
28402_A_G	1	0
28406_T_C	1	0
28415_A_T	2	0
28428_G_T	6	0
28434_C_T	1	0
28435_C_T	1	0
28438_T_A	1	0
28438_T_C	3	0
28440_T_A	1	0
28440_T_C	2	0
28444_T_A	1	0
28453_C_T	1	0
28454_A_G	1	0
28455_A_T	1	0
28460_G_T	1	0
28466_A_G	1	0
28471_C_T	1	0
28472_C_T	3	0
28499_A_G	1	0
28500_C_T	2	0
28501_C_A	1	0
28504_T_A	3	0
28506_G_A	1	0
28510_T_A	1	0
28514_G_T	1	0
28515_A_C	3	0
28516_T_C	1	0
28517_G_A	1	0
28518_A_T	1	0
28519_C_T	2	0
28523_A_G	1	0
28528_C_G	1	0
28531_C_T	1	0
28543_T_C	1	0
28550_C_A	1	0
28562_G_A	1	0
28562_G_T	1	0
28563_G_T	1	0
28576_G_T	1	0
28585_C_A	1	0
28603_C_T	1	0
28607_T_C	1	0
28612_A_G	1	0
28615_A_G	1	0
28627_A_G	1	0
28632_G_T	1	0
28636_T_G	1	0
28638_C_A	1	0
28638_C_T	1	0
28644_G_C	1	0
28647_C_T	15	0
28655_G_T	1	0
28657_C_T	2	0
28667_T_A	1	0
28672_T_A	1	0
28674_C_T	1	0
28684_A_T	1	0
28685_G_T	1	0
28688_T_C	2	0
28693_T_C	1	0
28697_C_T	1	0
28701_A_G	1	0
28703_G_A	1	0
28703_G_T	2	0
28708_C_T	1	0
28712_G_A	2	0
28713_G_C	1	0
28723_T_C	1	0
28724_C_T	1	0
28725_C_T	2	0
28728_C_T	1	0
28732_C_A	1	0
28738_T_A	1	0
28744_C_T	1	0
28747_G_T	1	0
28755_T_C	1	0
28758_C_T	1	0
28761_A_G	1	0
28764_G_T	1	0
28767_C_T	1	0
28770_C_T	1	0
28775_C_T	3	0
28777_A_G	1	0
28779_A_G	1	0
28784_T_C	1	0
28791_C_T	1	0
28801_C_A	2	0
28804_A_G	1	0
28812_G_T	2	0
28818_C_G	2	0
28820_T_A	1	0
28821_C_A	1	0
28821_C_T	7	0
28823_T_A	1	0
28823_T_C	1	0
28823_T_G	10	0
28826_C_T	3	0
28827_G_C	1	0
28827_G_T	1	0
28833_C_A	1	0
28833_C_T	1	0
28835_T_C	1	0
28836_C_T	2	0
28841_A_G	1	0
28842_G_T	1	0
28843_T_A	2	0
28846_C_T	1	0
28848_A_G	1	0
28851_G_T	3	0
28854_C_T	2	0
28859_A_G	1	0
28861_T_G	1	0
28862_T_A	1	0
28863_C_T	3	0
28867_T_C	1	0
28869_C_T	1	0
28871_G_A	2	0
28878_G_A	1	0
28878_G_T	1	0
28881_G_A	4	1
28881_G_T	1	0
28882_G_A	2	1
28882_G_T	1	0
28883_G_C	2	1
28887_C_T	4	0
28888_T_C	1	0
28890_C_T	1	0
28896_C_G	1	0
28898_A_G	5	0
28899_G_A	1	0
28899_G_C	1	0
28904_G_T	1	0
28905_C_T	1	0
28910_A_T	1	0
28913_G_T	1	0
28914_G_T	2	0
28915_C_T	1	0
28920_A_G	1	0
28924_T_C	1	0
28930_T_C	1	0
28934_T_C	1	0
28936_G_A	2	0
28936_G_T	1	0
28944_T_C	1	0
28949_A_T	2	0
28955_A_C	2	0
28960_G_T	1	0
28968_G_C	1	0
28969_C_T	1	0
28971_A_G	3	0
28971_A_T	2	0
28972_A_G	2	0
28973_A_G	1	0
28976_T_A	1	0
28977_C_T	1	0
28979_G_A	1	0
28980_G_A	1	0
28982_A_G	1	0
28985_G_T	3	0
28998_A_G	1	0
29011_C_T	1	0
29012_A_G	1	0
29013_C_T	1	0
29029_T_C	6	0
29044_G_T	1	0
29045_C_G	1	0
29047_T_C	1	0
29049_G_A	1	0
29054_A_T	1	0
29061_C_T	1	0
29067_C_T	1	0
29072_G_T	2	0
29077_C_T	1	0
29080_T_C	1	0
29080_T_G	1	0
29095_T_A	8	0
29095_T_C	18	1
29101_A_T	2	0
29103_G_C	1	0
29109_C_T	1	0
29111_G_A	1	0
29119_C_A	11	0
29119_C_T	2	0
29127_A_G	1	0
29135_G_A	1	0
29136_A_G	1	0
29136_A_T	5	0
29140_G_C	8	0
29140_G_T	1	0
29143_A_C	1	0
29144_C_T	1	0
29145_T_C	1	0
29148_T_C	2	0
29154_A_T	1	0
29156_G_T	1	0
29161_T_A	1	0
29163_A_G	1	0
29165_T_C	1	0
29166_A_T	2	0
29167_C_T	1	0
29173_T_C	1	0
29178_C_G	1	0
29179_G_T	1	0
29188_A_T	1	0
29196_C_A	1	0
29197_C_G	1	0
29197_C_T	1	0
29199_C_T	1	0
29202_G_A	1	0
29203_C_T	2	0
29212_G_C	3	0
29215_C_T	1	0
29222_A_G	1	0
29238_T_C	1	0
29239_G_A	1	0
29250_C_T	1	0
29254_G_T	1	0
29259_C_T	1	0
29260_G_T	1	0
29266_G_T	1	0
29272_C_T	1	0
29274_C_T	1	0
29275_A_G	1	0
29280_C_T	5	0
29282_A_G	1	0
29283_T_C	1	0
29287_A_T	1	0
29292_A_G	1	0
29299_A_T	1	0
29307_A_T	3	0
29311_C_T	2	0
29314_A_G	1	0
29314_A_T	1	0
29326_T_A	1	0
29326_T_C	2	0
29329_G_A	2	0
29330_C_G	1	0
29331_T_C	3	0
29332_G_C	1	0
29353_C_T	1	0
29357_A_G	1	0
29362_C_T	1	0
29364_C_G	2	0
29364_C_T	1	0
29365_A_G	3	0
29370_C_T	2	0
29372_G_A	1	0
29383_G_A	1	0
29384_G_C	2	0
29384_G_T	1	0
29388_A_G	1	0
29390_A_T	1	0
29391_A_T	7	0
29398_G_C	13	0
29399_G_T	1	0
29402_G_C	1	0
29402_G_T	3	0
29403_A_G	1	0
29404_T_A	4	0
29404_T_C	1	0
29409_C_T	1	0
29410_T_C	1	0
29411_C_G	1	0
29413_A_T	1	0
29415_C_T	1	0
29416_C_T	1	0
29417_T_C	1	0
29421_C_T	1	0
29422_G_A	1	0
29425_G_A	1	0
29425_G_T	1	0
29428_A_G	1	0
29430_A_T	1	0
29438_C_T	1	0
29445_C_T	10	0
29446_T_C	1	0
29447_G_T	1	0
29449_G_T	1	0
29456_C_T	1	0
29458_T_G	1	0
29464_T_C	1	0
29465_G_T	1	0
29472_T_G	1	0
29477_G_T	1	0
29490_A_G	1	0
29494_G_A	1	0
29499_A_G	1	0
29509_C_T	1	0
29513_G_A	2	0
29514_C_A	1	0
29515_T_C	1	0
29518_C_T	1	0
29520_C_T	1	0
29523_C_T	1	0
29525_C_T	1	0
29527_G_A	1	0
29532_A_C	1	0
29540_G_A	3	1
29540_G_T	1	0
29541_C_G	5	0
29541_C_T	2	0
29543_G_T	2	0
29548_C_T	1	0
29551_A_T	1	0
29553_G_A	4	1
29555_C_T	1	0
29562_G_A	1	0
29562_G_T	1	0
29567_A_C	1	0
29588_T_A	1	0
29592_C_G	1	0
29592_C_T	2	0
29602_T_C	11	0
29607_T_A	3	0
29610_T_C	1	0
29614_C_T	4	0
29622_A_G	1	0
29625_C_T	2	0
29627_C_T	1	0
29640_C_T	1	0
29642_C_T	2	0
29645_G_T	1	0
29654_G_T	1	0
29658_A_C	1	0
29666_C_T	2	0
29670_C_T	1	0
29672_T_C	1	0
29675_C_T	1	0
29677_A_G	1	0
29685_T_C	1	0
29686_C_A	1	0
29688_G_A	1	0
29694_A_T	1	0
29700_A_G	3	0
29704_A_C	10	0
29706_G_T	1	0
29711_G_T	2	0
29713_A_T	1	0
29717_G_T	1	0
29718_C_G	1	0
29718_C_T	6	0
29721_C_T	1	0
29724_C_T	1	0
29727_T_G	1	0
29728_T_C	1	0
29730_C_T	1	0
29733_C_T	1	0
29734_G_C	1	0
29734_G_T	1	0
29736_G_T	3	0
29737_G_A	1	0
29737_G_C	1	0
29737_G_T	1	0
29738_C_T	1	0
29742_G_A	2	0
29742_G_T	1	0
29743_C_T	2	0
29745_G_T	1	0
29746_A_G	1	0
29750_C_T	2	0
29751_G_T	1	0
29754_C_T	1	0
29755_G_T	1	0
29762_C_T	2	0
29764_G_A	1	0
29764_G_T	1	0
29765_T_C	1	0
29769_C_A	3	0
29770_A_T	1	0
29774_C_T	3	0
29776_A_G	1	0
29778_G_A	1	0
29779_G_T	1	0
29784_C_T	2	0
29791_T_C	1	0
29801_C_T	2	0
29804_T_C	1	0
29806_A_G	2	0
29810_G_T	2	0
29825_G_T	1	0
29829_T_A	1	0
29830_G_A	1	0
29834_T_C	1	0
29837_C_T	1	0
29841_G_A	1	0
29844_A_G	1	0
29845_T_C	1	0
